msd_id,msd_artist,msd_title,mxm_id,mxm_artist,mxm_title
TRDTNOQ128F930831F,100 Proof Aged in Soul,Ain't That Lovin' You,4315239,100 Proof (Aged in Soul),Ain't That Loving You (For More Reasons Than One)
TRVOLMJ128F9308346,100 Proof Aged in Soul,Since You've Been Gone,4315260,100 Proof (Aged in Soul),Since You've Been Gone
TRANQKT128F931C046,100 Proof Aged in Soul,Age Aint Nothing But A Number,9068916,100 Proof (Aged in Soul),Age Ain't Nothing but a Number
TRCHNWG128F931C06F,100 Proof Aged in Soul,Dont You Wake Me,8180258,100 Proof (Aged in Soul),Don't You Wake Me
TRCRLCX128F9308340,100 Proof Aged in Soul,Don't Scratch (Where It Don't Itch),4315265,100 Proof (Aged in Soul),Don't Scratch Where It Don't Itch
TRRMQPB128F931C057,100 Proof Aged in Soul,Backtrack,9068920,100 Proof (Aged in Soul),Backtrack
TRZSLDI128F9308354,100 Proof Aged in Soul,I Can't Sit And Wait,9068919,100 Proof (Aged in Soul),I Can't Sit and Wait (Til Johnny Comes Marching Home)
TRAYBGU128F931C068,100 Proof Aged in Soul,Since You Been Gone,4315250,100 Proof (Aged in Soul),Since You Been Gone
TROMAGV128F931C06E,100 Proof Aged in Soul,Dont Scratch Where It Dont Itch,4315265,100 Proof (Aged in Soul),Don't Scratch Where It Don't Itch
TRCSUSU128F931C06A,100 Proof Aged in Soul,Ghetto Girl,4315262,100 Proof (Aged in Soul),Ghetto Girl
TRIFPYP128F931C05F,100 Proof Aged in Soul,Driveway,4315246,100 Proof (Aged in Soul),Driveway
TRIEATQ128F9308313,100 Proof Aged in Soul,Somebody's Been Sleeping In My Bed,4141130,100 Proof (Aged in Soul),Somebody's Been Sleeping in My Bed
TRYGBKP128F931C040,100 Proof Aged in Soul,One Mans Leftovers (Is Another Mans Feast),9068912,100 Proof (Aged in Soul),One Man's Leftovers (Is Another Man's Feast)
TRLZKNR128F931C071,100 Proof Aged in Soul,Never My Love,4315266,100 Proof (Aged in Soul),Never My Love
TRSVHYK128F931C06B,100 Proof Aged in Soul,Words,4315263,100 Proof (Aged in Soul),Words
TRMYKBR128F931C03E,100 Proof Aged in Soul,Love Is Sweeter (The Second Time Around),9068911,100 Proof (Aged in Soul),Love Is Sweeter (The Second Time Around)
TRCAYFY128F930831C,100 Proof Aged in Soul,I've Come To Save You,9068913,100 Proof (Aged in Soul),I've Come to Save You
TRBQFPT128F931C0A9,100 Proof Aged in Soul,90 Day Freeze (On Her Love),8538902,100 Proof (Aged in Soul),90 Day Freeze (On Her Love)
TRPPISE128F931C073,100 Proof Aged in Soul,Id Rather Fight Than Switch,4315249,100 Proof (Aged in Soul),I'd Rather Fight Than Switch
TRJVIST128F931C045,100 Proof Aged in Soul,Not Enough Love To Satisfy,9068915,100 Proof (Aged in Soul),Not Enough Love to Satisfy
TRZVSRZ128F930834A,100 Proof Aged in Soul,Never My Love,4315266,100 Proof (Aged in Soul),Never My Love
TRUTEFL128F931C042,100 Proof Aged in Soul,Ive Come To Save You,9068913,100 Proof (Aged in Soul),I've Come to Save You
TRKCCZN128F931C06C,100 Proof Aged in Soul,I Dont Care If I Never Get Over You,4315264,100 Proof (Aged in Soul),I Don't Care If I Never Get Over You
TRDMKLL128F931C0A5,100 Proof Aged in Soul,Too Many Cooks (Spoil The Soup),9068918,100 Proof (Aged in Soul),Too Many Cooks (Spoil the Soup)
TRYGJHP128F930838A,100 Proof Aged in Soul,Don't Scratch Where It Don't Itch,4315265,100 Proof (Aged in Soul),Don't Scratch Where It Don't Itch
TRXFTGN128F931C069,100 Proof Aged in Soul,Nothing Sweeter Than Love,4055938,100 Proof (Aged in Soul),Nothing Is Sweeter Than Love
TRYALWW128F931C044,100 Proof Aged in Soul,Aint That Loving You (For More Reasons Than One),4315239,100 Proof (Aged in Soul),Ain't That Loving You (For More Reasons Than One)
TRRMLST128F931C052,100 Proof Aged in Soul,I Just Cant Sit And Wait (Till Johnny Comes Marching Home),9068919,100 Proof (Aged in Soul),I Can't Sit and Wait (Til Johnny Comes Marching Home)
TRKJRER128F931C066,100 Proof Aged in Soul,Everything Good Is Bad,4315259,100 Proof (Aged in Soul),Everything Good Is Bad
TRXHQIY128F4284E62,100% Pure Poison,Windy C (Edit) (1995 Digital Remaster),7797693,100% Pure Poison,Windy C
TRWWYBE128F4223078,1000 Clowns,Would You Be Mine (K.L.D.) (LP Version),1534919,1000 Clowns,Would You Be Mine? (KLD)
TRFQUQQ128F4223079,1000 Clowns,Everybody Smells So Different (LP Version),1534920,1000 Clowns,Everybody Smells So Different
TRBAJBK128F422307A,1000 Clowns,Pug (LP Version),1534921,1000 Clowns,Pug
TRCTZVJ128F422307C,1000 Clowns,Freelance Bubblehead (LP Version),1534922,1000 Clowns,Freelance Bubblehead
TRAHAQK128F4223075,1000 Clowns,Rainy Days (LP Version),1534917,1000 Clowns,Rainy Days
TRSLLWO128F422307D,1000 Clowns,Thinkin' (LP Version),1534923,1000 Clowns,Thinkin'
TRZDFTR128F4223074,1000 Clowns,I Love N. Y. (LP Version),1534916,1000 Clowns,I Love N.Y.
TRJJJYX128F4223076,1000 Clowns,Favorite Things (LP Version),1534918,1000 Clowns,Favorite Thing
TRYQTTB128F422306F,1000 Clowns,Intro (LP Version),1534913,1000 Clowns,Intro
TRAFJCI128F147BD66,1000 Homo DJs,Better Ways (12? Version),3932238,1000 Homo DJs,Better Ways
TREVSTU128F147BD65,1000 Homo DJs,Apathy  (12? Version),3932237,1000 Homo DJs,Apathy
TRFSPLT128F930361C,1000 Names,Never Remix,11269347,1000 Names,It Started as A (remix)
TRBDBPE128F42342A6,1000 Names,Melonball Bounce,7821337,1000 Names,Melonball Bounce
TRTYAJI128F4261238,1000 Robota,Es geht nun mal um etwas,7077106,1000 Robota,Es geht nun mal um etwas
TRAWFFU128F4261239,1000 Robota,Hamburg brennt,7077107,1000 Robota,Hamburg brennt
TRJFRRY128F426123B,1000 Robota,Sachen erleben,7077109,1000 Robota,Sachen erleben
TRFQTEY128F426123A,1000 Robota,Lauf lauf lauf,7077108,1000 Robota,Lauf lauf lauf
TRGUGNF128F426123C,1000 Robota,Wir bauen eine neue Stadt,7077110,1000 Robota,Wir bauen eine neue Stadt
TRRKSZJ128F92DE194,1000names,Roccin On Ur Radio,11269355,1000 Names,Roccin on Ur Radio
TRPZOZG128F92DE1A0,1000names,He's just Who!,11269358,1000 Names,He's Just Who!
TRJDGLG128F92DE1B5,1000names,80's Debut,11269365,1000 Names,80's Debut
TRMHVJF128F92DE180,1000names,Meee-Loooo-Deee,11269350,1000 Names,Meee-Loooo-Deee
TRJLWKU12903CE762B,1000names,Telephony 2000,11269411,1000 Names,Telephony 2000
TRZDQAV128F92DE19A,1000names,Plush Save,11269357,1000 Names,Plush Save
TRURRKQ128F92DE176,1000names,Whiz Bang Scienze,11269346,1000 Names,Whiz Bang Scienze
TRTWRYC12903CE7630,1000names,Secondary Fauna,11269414,1000 Names,Secondary Fauna
TRHIWTS128F92DE1BD,1000names,Toys Room Combat,11269367,1000 Names,Toys Room Combat
TRQXHXZ128F92DE1AF,1000names,Ant On My Button,11269363,1000 Names,Ant on My Button
TRDVVDQ128F92DE1AE,1000names,We Can Only Speculate,11269362,1000 Names,We Can Only Speculate
TRHCXYP12903CE762A,1000names,Pocket Calculators,11269410,1000 Names,Pocket Calculators
TRYSVCP12903CE762D,1000names,Haunted Landscape,11269412,1000 Names,Haunted Landscape
TRIEVAQ12903CE762F,1000names,Logarithmic Spirals,11269413,1000 Names,Logarithmic Spirals
TRHVEWZ128F92DE1A7,1000names,Three That Shift,11269360,1000 Names,Three That Shift
TRMDGXH12903CE7629,1000names,Private Hero,9820942,Hermann Langschwert,Private Hero
TRKPZCK12903CE7627,1000names,Long Early Morning,11269407,1000 Names,Long Early Morning
TRPFSSY128F92F0350,1001 Ways,Far Away,4255059,Ten Ways From Sunday,Far Away
TRWGFJJ128F425B580,101,"When I've Got You - (7"" Radio Mix)",4276464,101,When I've Got You
TRSYNLJ128F425B591,101,The Goodbye Song,4276474,101,The Goodbye Song
TRMSTID128F92E7C0C,101,Got That,6662148,San Quinn,Got That (feat. 101)
TRZSWTH12903CEA4C5,101 Strings,Blues In The Shadows,11180690,101 Strings Orchestra,Blues in the Shadows
TRUFACX12903CEA4D2,101 Strings,Old Folks At Home,5129255,101 Strings Orchestra,Medley: Old Dan Tucker / Jeannie With the Light Brown Hair / Old Folks at Home / Camptown Races / In the Evening by the Moonlight
TRYXMWY12903CB5A1C,101 Strings,Espana Cani,4494392,101 Strings Orchestra,España Cani
TRWNAMX12903CAA88F,101 Strings,Czardas (Monti),8939940,101 Strings Orchestra,Czardas
TRZEAZW12903D1521D,101 Strings,Macarenas,3084906,101 Strings Orchestra,Macarenas
TRFMFLU12903CDBC4A,101 Strings,Nancy's Song,9561836,101 Strings Orchestra,Nancy's Song
TRFRNZD12903CF45C1,101 Strings,España,11277899,101 Strings Orchestra,Leaving on a Jet Plane
TRVWBHJ12903CB1DC0,101 Strings,Blue Danube,11146381,101 Strings Orchestra,Blue Danube
TRQUXPL12903CB5A0D,101 Strings,La Violetera,3084907,101 Strings Orchestra,La Violetera
TRBAACN12903D1523B,101 Strings,Cantina Toreros,11134453,101 Strings Orchestra,Cantina Tarosa
TRUOMFT12903CE97FC,101 Strings,How Beautiful Is Our Poland,1407136,101 Strings Orchestra,How Beautiful Is Our Poland
TRKZBTX12903D15248,101 Strings,Le Cid,4494395,101 Strings Orchestra,Le Cid
TRSTWXA12903D15238,101 Strings,The Breeze and I,11108682,101 Strings Orchestra,The Breeze and I
TRCLWQH12903CDBC40,101 Strings,Good Morning Starshine,12502825,Fantastic Strings,Good Morning Starshine
TRAKVRA12903CAA871,101 Strings,Dark Eyes,8939934,101 Strings Orchestra,Dark Eyes
TRXWBHW12903D15224,101 Strings,Espana Cani,3084908,101 Strings Orchestra,España Cani
TROBTVS12903CDCA0F,101 Strings,Can-Can,1548256,101 Strings Orchestra,I Can't Stop Loving You
TRXCXGK12903CDCA1C,101 Strings,Kirchweih Polka,7240505,101 Strings Orchestra,Amaberger Polka
TRBTKKY12903CDCA18,101 Strings,Scwabing Polka,7240505,101 Strings Orchestra,Amaberger Polka
TRPIEZD12903CDCA1E,101 Strings,Auf Wiedersehn,2153174,101 Strings Orchestra,Auf Wiederseh'n Sweetheart
TRRCSPN12903CAA888,101 Strings,Golden Earrings,8939939,101 Strings Orchestra,Golden Earrings
TRYSNOG12903CE980E,101 Strings,Chopin's Reverie,1407143,101 Strings Orchestra,Chopin's Reverie
TROYHRS12903D1522C,101 Strings,Malaguena,11166267,101 Strings Orchestra,"Malaguena (show piece) (Paso Doble, 59mpm)"
TRNCHIR12903D0268F,101 Strings Orchestra,Love Theme From Romeo & Juliet,13057926,101 Strings Orchestra,Love Theme From Romeo & Juliet
TRMIWZV12903CEC404,101 Strings Orchestra,Can-Can,1548256,101 Strings Orchestra,I Can't Stop Loving You
TROZNJI128F930536D,101 Strings Orchestra,Solamente Una Vez,12858216,The Clebanoff Strings & Orchestra,Solamente Una Vez
TRLOYHQ12903CFE165,101 Strings Orchestra,Greensleeves,8963671,101 Strings Orchestra,Greensleeves
TRZQPLL12903CD4BB8,101 Strings Orchestra,Moonbeams (Old New York),1712127,101 Strings Orchestra,In Old New York
TRPMQFP12903CCD25C,101 Strings Orchestra,Jealousy,8843016,101 Strings Orchestra,Jealousy
TRTUJFJ12903CE0932,101 Strings Orchestra,Caravan,6520273,101 Strings Orchestra,America The Beautiful
TRNDMKS12903CD4BF2,101 Strings Orchestra,Always,7790527,101 Strings Orchestra,Always
TRUFBLF12903CE008C,101 Strings Orchestra,Climb Ev'ry Mountain,8965679,101 Strings Orchestra,Climb Every Mountain
TRBJVOA12903CCD25F,101 Strings Orchestra,La Cumparsita,11116601,101 Strings Orchestra,La Cumparsita
TRKOGXG12903CEC333,101 Strings Orchestra,Kashmiri Song,11097282,101 Strings Orchestra,Kashmiri Song
TRRYMSM12903CFE153,101 Strings Orchestra,Frosty The Snowman,13109711,101 Strings Orchestra,Frosty the Snowman
TRCCRZV12903CE00AF,101 Strings Orchestra,Getting To Know You,1086364,101 Strings Orchestra,Getting to Know You
TRIRYCO12903CD5E21,101 Strings Orchestra,The Carousel Waltz,9894273,101 Strings Orchestra,Waltz of the Flowers (The Nutcracker)
TRSSUXG12903CE01A0,101 Strings Orchestra,Stranger On the Shore,9212617,101 Strings Orchestra,Stranger on the Shore
TRFNNSP128F92EF06A,101 Strings Orchestra,Oboro Zukiyo,1553561,101 Strings Orchestra,Orobo Zukiyo
TRGZKNM12903CE004C,101 Strings Orchestra,You Light Up My Life,8403968,The Romantic Strings and Orchestra,You Light Up My Life
TRBEVHJ128F9325673,101 Strings Orchestra,Theme From How The West Was Won,8823546,101 Strings Orchestra,How the West Was Won
TRXDNWS128F92EF06F,101 Strings Orchestra,Hana,1553566,101 Strings Orchestra,Hana
TRAOLWK128F9305370,101 Strings Orchestra,Cielito Lindo,4494400,101 Strings Orchestra,Cielito Lindo
TRMUWGW12903CE08D9,101 Strings Orchestra,As Time Goes By,827312,101 Strings Orchestra,As Time Goes By
TRVRWIZ128F9305373,101 Strings Orchestra,La Negra,1489798,101 Strings Orchestra,La La La
TRJQMFN128F92EF070,101 Strings Orchestra,Sakura_ Sakura,1553567,101 Strings Orchestra,"Sakura, Sakura"
TRWTPYX128F932BC6D,101 Strings Orchestra,Toledo Tango,8843009,101 Strings Orchestra,Tango Very Much (Tango por favour)
TRZCLUR128F930535B,101 Strings Orchestra,The Way You Look Tonight,2094778,101 Strings Orchestra,The Way You Look Tonight
TRMKVKF12903CE0010,101 Strings Orchestra,Secret Love,11277771,101 Strings Orchestra,Secret Love
TRHJVRX128F9305366,101 Strings Orchestra,La Cucaracha,4852708,101 Strings Orchestra,La Cucaracha
TRXBTFF128F92EF066,101 Strings Orchestra,Mura Matsuri,1553560,101 Strings Orchestra,Mura Matsuri
TRAJTTP12903CE094E,101 Strings Orchestra,It's Only a Paper Moon,7876182,Benny Goodman & His Orchestra,It's Only a Paper Moon
TRCQHXZ12903CEC326,101 Strings Orchestra,Jacaranda,7574178,101 Strings Orchestra,Jacaranda
TRVNKML12903CE0186,101 Strings Orchestra,Blue Moon,9591611,101 Strings Orchestra,Moon of Manakoora
TRNWZST128F930536C,101 Strings Orchestra,Rascapetate/adelita,6520273,101 Strings Orchestra,America The Beautiful
TRYALYG128F9305376,101 Strings Orchestra,La Violetera,4494391,101 Strings Orchestra,La Violetera
TRKOPCY12903CE07B2,101 Strings Orchestra,Malaguena,11166267,101 Strings Orchestra,"Malaguena (show piece) (Paso Doble, 59mpm)"
TRNADLP12903CE009C,101 Strings Orchestra,I Don't Know How To Love Him,11277902,101 Strings Orchestra,I Don't Know How to Love Him
TRFTCAA12903CEC306,101 Strings Orchestra,Hevenu Shalom Alechem,2394169,101 Strings Orchestra,"Medley - Tzena, Tzena, Tzena Hevenu Shalom Alechem"
TRXSKBK12903CCD265,101 Strings Orchestra,Serenantella,6520273,101 Strings Orchestra,America The Beautiful
TRRSTZT12903CBBBBF,101 Strings Orchestra,Serenade,2533146,101 Strings Orchestra,Moonlight Serenade
TRVWBEZ128F932BC69,101 Strings Orchestra,Lover's Tango,8843020,101 Strings Orchestra,Lover's Tango
TRPJDMQ12903CD4BB4,101 Strings Orchestra,With A Song In My Heart,7790572,101 Strings Orchestra,With A Song In My Heart
TRBDQBO12903CFE15A,101 Strings Orchestra,The first Noël,9894263,101 Strings Orchestra,The First Noël (Full Symphonic version)
TRMJLEU128F9305374,101 Strings Orchestra,España,11277899,101 Strings Orchestra,Leaving on a Jet Plane
TRKSZVT128F9305360,101 Strings Orchestra,How Deep Is The Ocean,1712128,101 Strings Orchestra,How Deep Is the Ocean
TRBWAJD12903D0C0AC,101 Strings Orchestra,Hey Jude,11277883,101 Strings Orchestra,Hey Jude
TRIXREY128F930536A,101 Strings Orchestra,Sevillana,6520273,101 Strings Orchestra,America The Beautiful
TRGQOUR128F930B080,1090 Club,Little Known Fact,6297227,1090 Club,Little Known Fact
TRCQKEU128F930B09E,1090 Club,Cheers To Us,6297229,1090 Club,Cheers to Us
TRAKDPN128F930B078,1090 Club,Hooray,6297226,1090 Club,Hooray
TRZWZWM128F930B072,1090 Club,Sunk,6297224,1090 Club,Sunk
TRBENXB128F930B06A,1090 Club,Second Hander,6297221,1090 Club,Second Hander
TRAXGJT128F930B070,1090 Club,Gypsea,6297223,1090 Club,Gypsea
TRVJNRK128F930B060,1090 Club,Hello,6297220,1090 Club,Hello
TRMWBOP128F930B075,1090 Club,Some Equals One,6297225,1090 Club,Some Equals One
TRQSKYR128F930B08A,1090 Club,Business End,6297228,1090 Club,Business End
TRFLUOW128F427D671,10_000 Maniacs,Just As The Tide Was A Flowing (LP Version),753955,"10,000 Maniacs",Just as the Tide Was a Flowing
TRMXRPX128F42344D4,10_000 Maniacs,What's The Matter Here (LP Version),8032568,"10,000 Maniacs",What's The Matter Here? (LP Version)
TRFWOCI128F4263EBB,10cc,Lifeline,3838320,10cc,Lifeline
TRLIYKM128E079134B,10cc,Une Nuit A Paris (Part 1) / The Same Night In Paris (Part 2) / Later The Same Night In Paris (Part 3),1126548,10cc,"Une Nuit a Paris: Part 1, One Night in Paris / Part 2, The Same Night in Paris / Part 3, Later the Same Night in Paris"
TRIMTMC128F935A181,10cc,Hot Sun Rock,1927974,10cc,Hot Sun Rock
TRPGGDQ12903CF5A92,11/5,The Way I Was Raised,2211776,11/5,The Way I Was Raised
TRQQNXE12903CF5A97,11/5,Hell Raiser,2211779,11/5,Hell Raiser
TRQVWTS12903CF5A84,11/5,11/5 On The Inside,2211769,11/5,11 5 On the Inside
TRVDTKH12903CF5A88,11/5,Straight Murderism,2211771,11/5,Straight Murderism
TRHQYMS12903CF64B1,11/5,All About Our Endz,2964316,Eleven Five,All About Our Endz
TRYKKYF12903CF5A90,11/5,Fiendin' 4 Tha Funk,2211775,11/5,Fiendin 4 Tha Funk
TRAYLVN12903CF5A8C,11/5,Flat On Yo Ass,2211773,11/5,Flat On Yo Ass
TRITIGB128F92EED75,11/5,11/5 On the Inside,2211769,11/5,11 5 On the Inside
TRTDGPV128F4240E24,112,Dance With Me Remix (Featuring Beanie Sigel) (Album Version),13602376,112,Dance With Me (remix)
TRXHINA128E0799449,112,Only You-Bad Boy Remix (Featuring The Notorious B.I.G. & Mase) (Album Version),796887,112,Only You (Bad Boy remix) (feat. The Notorious B.I.G. & Mase)
TRQCLQH128F1463534,112,I Belong To U,2493884,112,I Belong To U (interlude)
TRWRSMK128F146352F,112,Intro/Medley (Hot & Wet),2493879,112,Intro/Medley
TRWOOOO128F146353A,112 / Ludacris / Chingy,Hot & Wet,2493890,112,Hot & Wet (remix) (feat. Ludacris & Chingy)
TRBRQKT128F92C3088,113,Avec Juste Un Mic,4644647,113,Avec juste un mic
